a
a
a
a
a
a
39.9885313453468,116.31768743914792,un2,un3,un4,2019-01-16,16:53:55.24
39.988597366644726,116.33210699481198,un2,un3,un4,2019-01-16,16:53:56.77
39.989125534712976,116.34541075152585,un2,un3,un4,2019-01-16,16:53:58.43
